I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3, 
-78, -48, 29, 63, -53, -9, 82, 107, -19, -73, -39, -107, 29, 39, 24, 
-73, -43, 29, 58, -51, -7, 82, 117, -4, -53, -29, -102, 39, 43, 34, 
-73, -34, 39, 53, -56, 2, 92, 131, 9, -34, -14, -97, 43, 48, 43, 
-73, -19, 53, 46, -63, 17, 92, 136, 19, -29, -9, -92, 48, 53, 48, 
-97, -39, 58, 68, -78, 9, 82, 131, 14, -34, -19, -102, 39, 43, 34, 
-107, -53, 53, 80, -80, 0, 78, 131, 9, -43, -19, -102, 34, 43, 34, 
-117, -63, 53, 90, -85, -4, 78, 126, 4, -48, -19, -102, 29, 43, 29, 
-122, -63, 58, 92, -90, -2, 82, 122, 0, -53, -19, -102, 24, 43, 24, 
-117, -48, 68, 82, -92, 9, 82, 126, 0, -43, -29, -122, 29, 48, 34, 
-107, -48, 58, 78, -82, 4, 82, 126, 4, -43, -29, -126, 29, 48, 34, 
-102, -53, 48, 78, -75, -2, 82, 126, 4, -39, -29, -131, 24, 48, 34, 
-117, -53, 63, 85, -90, 4, 82, 126, 4, -34, -24, -131, 24, 48, 39, 
-126, -63, 63, 95, -95, 0, 87, 117, 4, -29, -14, -146, 24, 43, 29, 
-131, -63, 68, 97, -100, 2, 97, 117, 4, -29, -14, -151, 19, 43, 29, 
-131, -68, 63, 100, -97, -2, 87, 112, 0, -29, -19, -165, 19, 43, 29, 
-131, -73, 58, 102, -95, -7, 87, 112, 0, -39, -19, -175, 19, 39, 24, 
-131, -68, 63, 100, -97, -2, 87, 117, 4, -34, -19, -195, 34, 43, 29, 
-126, -58, 68, 92, -97, 4, 87, 117, 4, -34, -19, -200, 34, 53, 34, 
-117, -39, 78, 78, -97, 19, 87, 122, 4, -29, -19, -209, 34, 58, 43, 
-107, -34, 73, 70, -90, 19, 92, 131, 14, -24, -19, -214, 34, 63, 48, 
-92, -19, 73, 56, -82, 26, 102, 146, 24, -34, -4, -209, 48, 73, 58, 
-87, -24, 63, 56, -75, 19, 107, 151, 24, -29, -4, -214, 48, 73, 58, 
-87, -19, 68, 53, -78, 24, 112, 151, 24, -29, -4, -219, 48, 73, 58, 
-82, -14, 68, 48, -75, 26, 117, 151, 19, -39, -9, -229, 48, 73, 58, 
-112, -43, 68, 78, -90, 12, 107, 141, 0, -58, -24, -248, 39, 58, 39, 
-131, -63, 68, 97, -100, 2, 97, 131, -9, -63, -29, -253, 19, 48, 34, 
-156, -87, 68, 122, -112, -9, 87, 122, -14, -68, -39, -258, 9, 39, 29, 
-175, -107, 68, 141, -122, -19, 78, 112, -14, -73, -43, -263, 4, 29, 24, 
-170, -92, 78, 131, -124, -7, 87, 117, -4, -68, -39, -248, 9, 34, 34, 
-170, -78, 92, 124, -131, 7, 87, 122, -4, -63, -29, -244, 14, 39, 39, 
-170, -68, 102, 119, -136, 17, 92, 131, 0, -58, -24, -234, 19, 43, 39, 
-165, -63, 102, 114, -134, 19, 92, 136, 0, -53, -24, -224, 24, 53, 43, 
-156, -53, 102, 104, -129, 24, 102, 141, 0, -48, -29, -214, 34, 63, 43, 
-151, -53, 97, 102, -124, 21, 102, 141, 0, -53, -34, -204, 29, 63, 43, 
-141, -58, 82, 100, -112, 12, 102, 141, -4, -53, -34, -200, 29, 68, 43, 
-131, -58, 73, 95, -102, 7, 102, 141, -4, -48, -34, -190, 34, 68, 43, 
-141, -58, 82, 100, -112, 12, 102, 141, 0, -48, -39, -185, 24, 68, 43, 
-141, -58, 82, 100, -112, 12, 102, 146, 0, -48, -39, -185, 24, 63, 43, 
-151, -58, 92, 104, -122, 17, 97, 146, 0, -48, -39, -185, 24, 63, 43, 
-141, -58, 82, 100, -112, 12, 97, 146, 0, -48, -39, -185, 24, 63, 43, 
-151, -53, 97, 102, -124, 21, 97, 161, 0, -39, -48, -180, 19, 68, 53, 
-151, -53, 97, 102, -124, 21, 97, 161, 0, -39, -48, -175, 19, 73, 53, 
-151, -53, 97, 102, -124, 21, 97, 161, 0, -39, -48, -165, 24, 73, 58, 
-151, -58, 92, 104, -122, 17, 102, 165, 0, -39, -48, -161, 24, 73, 58, 
-151, -53, 97, 102, -124, 21, 102, 156, 0, -48, -43, -170, 24, 63, 58, 
-151, -53, 97, 102, -124, 21, 102, 151, -4, -48, -43, -170, 24, 63, 58, 
-156, -53, 102, 104, -129, 24, 102, 151, -4, -48, -43, -165, 19, 63, 58, 
-151, -53, 97, 102, -124, 21, 102, 156, -4, -48, -43, -161, 19, 63, 58, 
-136, -39, 97, 87, -117, 29, 107, 170, 4, -39, -34, -151, 24, 78, 63, 
-131, -29, 102, 80, -117, 36, 112, 180, 9, -34, -34, -151, 29, 82, 68, 
-126, -19, 107, 73, -117, 43, 122, 185, 14, -29, -39, -151, 34, 92, 78, 
-122, -9, 112, 65, -117, 51, 126, 195, 19, -24, -39, -151, 34, 97, 82, 
-141, -34, 107, 87, -124, 36, 112, 180, 4, -39, -53, -170, 24, 82, 68, 
-161, -53, 107, 107, -134, 26, 112, 175, 0, -43, -68, -180, 14, 78, 63, 
-175, -68, 107, 122, -141, 19, 107, 170, -4, -48, -73, -185, 4, 78, 58, 
-185, -82, 102, 134, -143, 9, 102, 170, -9, -53, -78, -190, -4, 73, 53, 
-190, -82, 107, 136, -148, 12, 102, 175, -4, -53, -87, -190, 0, 73, 43, 
-190, -82, 107, 136, -148, 12, 102, 175, -4, -53, -87, -190, 4, 73, 48, 
-195, -82, 112, 139, -153, 14, 107, 180, -4, -48, -87, -190, 9, 78, 48, 
-200, -82, 117, 141, -158, 17, 107, 180, 0, -48, -87, -190, 14, 78, 48, 
-190, -78, 112, 134, -151, 17, 122, 185, 4, -39, -78, -190, 14, 78, 53, 
-185, -73, 112, 129, -148, 19, 122, 185, 9, -39, -82, -190, 14, 78, 63, 
-190, -68, 122, 129, -156, 26, 126, 195, 14, -34, -82, -190, 19, 78, 68, 
-175, -63, 112, 119, -143, 24, 126, 200, 24, -34, -82, -190, 29, 82, 73, 
-165, -58, 107, 112, -136, 24, 131, 209, 24, -24, -73, -170, 29, 92, 82, 
-165, -53, 112, 109, -139, 29, 136, 219, 29, -19, -73, -170, 29, 92, 82, 
-165, -43, 122, 104, -143, 39, 141, 224, 29, -14, -73, -165, 29, 97, 87, 
-165, -34, 131, 100, -148, 48, 146, 224, 39, -14, -68, -161, 29, 107, 92, 
-161, -24, 136, 92, -148, 56, 151, 224, 43, -9, -58, -165, 19, 117, 82, 
-156, -19, 136, 87, -146, 58, 151, 229, 43, -9, -58, -165, 19, 117, 87, 
-151, -14, 136, 82, -143, 61, 151, 229, 43, -9, -63, -161, 19, 117, 87, 
-156, -9, 146, 82, -151, 68, 151, 234, 48, -9, -63, -161, 19, 117, 87, 
-175, -19, 156, 97, -165, 68, 161, 253, 58, -14, -68, -156, 19, 126, 97, 
-185, -29, 156, 107, -170, 63, 165, 258, 63, -9, -63, -146, 19, 141, 102, 
-200, -39, 161, 119, -180, 61, 180, 263, 68, -4, -63, -141, 19, 141, 102, 
-209, -43, 165, 126, -187, 61, 190, 273, 73, 0, -63, -141, 19, 146, 107, 
-195, -24, 170, 109, -183, 73, 190, 273, 68, 4, -53, -151, 14, 146, 102, 
-195, -24, 170, 109, -183, 73, 195, 273, 73, 9, -48, -146, 14, 146, 112, 
-200, -34, 165, 117, -183, 65, 190, 273, 78, 14, -48, -146, 14, 151, 112, 
-214, -34, 180, 124, -197, 73, 190, 268, 82, 14, -48, -146, 14, 146, 112, 
-204, -39, 165, 122, -185, 63, 190, 287, 92, 19, -58, -146, 9, 146, 102, 
-214, -39, 175, 126, -195, 68, 195, 292, 97, 19, -58, -146, 9, 156, 102, 
-214, -39, 175, 126, -195, 68, 200, 297, 102, 29, -53, -146, 9, 161, 107, 
-219, -39, 180, 129, -200, 70, 209, 302, 112, 34, -53, -146, 9, 165, 107, 
-234, -48, 185, 141, -209, 68, 204, 302, 112, 39, -53, -151, 4, 170, 117, 
-244, -43, 200, 143, -222, 78, 209, 312, 122, 43, -48, -156, 4, 180, 122, 
-244, -39, 204, 141, -224, 82, 214, 322, 126, 48, -48, -165, 4, 190, 122, 
-244, -34, 209, 139, -226, 87, 219, 331, 131, 53, -43, -180, 0, 190, 126, 
-253, -29, 224, 141, -239, 97, 229, 336, 141, 53, -43, -180, -4, 204, 126, 
-248, -24, 224, 136, -236, 100, 239, 341, 146, 58, -34, -185, -4, 214, 126, 
-248, -19, 229, 134, -239, 104, 253, 356, 161, 68, -34, -190, -4, 229, 136, 
-253, -14, 239, 134, -246, 112, 263, 361, 161, 78, -34, -195, -9, 229, 136, 
-253, -9, 244, 131, -248, 117, 258, 366, 170, 82, -34, -204, 0, 229, 146, 
-258, -9, 248, 134, -253, 119, 263, 366, 175, 82, -24, -209, 0, 234, 156, 
-268, -14, 253, 141, -261, 119, 268, 375, 185, 87, -24, -219, -4, 239, 161, 
-268, -14, 253, 141, -261, 119, 278, 390, 190, 92, -24, -219, -4, 244, 165, 
-278, -9, 268, 143, -273, 129, 278, 400, 190, 87, -34, -229, -4, 244, 161, 
-283, -9, 273, 146, -278, 131, 283, 409, 195, 87, -24, -234, -4, 248, 165, 
-292, -29, 263, 161, -278, 117, 283, 424, 204, 92, -24, -253, -14, 253, 165, 
-326, -43, 283, 185, -305, 119, 283, 434, 214, 102, -24, -258, -19, 263, 165, 
-341, -29, 312, 185, -326, 141, 292, 448, 224, 117, -14, -263, -9, 278, 175, 
-346, -24, 322, 185, -334, 148, 307, 453, 234, 122, -9, -268, -9, 287, 180, 
-346, -19, 326, 183, -336, 153, 312, 458, 248, 131, -4, -273, -14, 297, 185, 
-341, 0, 341, 170, -341, 170, 317, 468, 258, 136, 4, -278, -19, 307, 190, 
-331, 19, 351, 156, -341, 185, 326, 488, 253, 146, 19, -268, -29, 312, 200, 
-326, 24, 351, 151, -339, 187, 331, 497, 268, 151, 24, -263, -29, 312, 209, 
-322, 39, 361, 141, -341, 200, 336, 507, 278, 156, 29, -263, -29, 317, 214, 
-317, 48, 366, 134, -341, 207, 341, 507, 278, 161, 34, -268, -29, 322, 224, 
-331, 43, 375, 143, -353, 209, 336, 512, 278, 161, 24, -268, -39, 322, 214, 
-346, 48, 395, 148, -370, 222, 336, 517, 283, 165, 29, -268, -43, 326, 219, 
-356, 48, 405, 153, -380, 226, 346, 517, 287, 170, 34, -263, -43, 331, 224, 
-375, 48, 424, 163, -400, 236, 346, 517, 292, 175, 39, -263, -48, 336, 229, 
-390, 48, 439, 170, -414, 244, 356, 512, 302, 185, 43, -258, -43, 346, 229, 
-395, 48, 444, 173, -419, 246, 356, 512, 302, 190, 48, -258, -48, 346, 229, 
-395, 53, 448, 170, -422, 251, 356, 502, 302, 190, 48, -258, -43, 346, 229, 
-390, 58, 448, 165, -419, 253, 356, 502, 302, 190, 63, -253, -39, 346, 229, 
-400, 63, 463, 168, -431, 263, 346, 517, 292, 185, 53, -253, -34, 346, 229, 
-405, 58, 463, 173, -434, 261, 346, 517, 297, 195, 58, -239, -39, 346, 239, 
-405, 53, 458, 175, -431, 256, 346, 507, 297, 195, 63, -239, -53, 346, 244, 
-419, 48, 468, 185, -444, 258, 346, 507, 297, 204, 68, -234, -58, 346, 244, 
-429, 48, 478, 190, -453, 263, 341, 512, 312, 219, 82, -219, -53, 356, 248, 
-429, 53, 483, 187, -456, 268, 341, 507, 312, 224, 87, -214, -58, 356, 248, 
-424, 58, 483, 183, -453, 270, 341, 497, 312, 224, 87, -209, -63, 351, 244, 
-419, 63, 483, 178, -451, 273, 341, 492, 312, 229, 97, -195, -63, 351, 244, 
-409, 73, 483, 168, -446, 278, 331, 483, 302, 224, 97, -180, -73, 336, 244, 
-400, 78, 478, 161, -439, 278, 322, 473, 302, 229, 107, -161, -73, 331, 234, 
-385, 82, 468, 151, -427, 275, 317, 463, 307, 234, 117, -151, -73, 326, 234, 
-375, 97, 473, 139, -424, 285, 302, 448, 307, 239, 117, -141, -73, 322, 234, 
-366, 117, 483, 124, -424, 300, 302, 448, 317, 258, 136, -131, -63, 326, 229, 
-346, 122, 468, 112, -407, 295, 297, 439, 317, 263, 146, -122, -63, 317, 229, 
-331, 126, 458, 102, -395, 292, 287, 424, 317, 263, 156, -102, -68, 307, 219, 
-317, 131, 448, 92, -383, 290, 268, 419, 307, 258, 161, -97, -68, 292, 204, 
-322, 122, 444, 100, -383, 283, 263, 390, 297, 248, 161, -97, -78, 273, 190, 
-302, 122, 424, 90, -363, 273, 248, 380, 292, 244, 161, -82, -78, 258, 175, 
-283, 122, 405, 80, -344, 263, 234, 366, 278, 244, 156, -82, -78, 244, 165, 
-263, 117, 380, 73, -322, 248, 224, 341, 268, 234, 146, -68, -78, 229, 156, 
-248, 112, 361, 68, -305, 236, 200, 331, 244, 214, 151, -73, -78, 219, 156, 
-229, 112, 341, 58, -285, 226, 185, 317, 234, 209, 151, -73, -78, 200, 146, 
-214, 107, 322, 53, -268, 214, 170, 292, 219, 200, 146, -73, -78, 180, 136, 
-200, 102, 302, 48, -251, 202, 156, 278, 204, 190, 141, -63, -73, 165, 122, 
-156, 112, 268, 21, -212, 190, 136, 258, 190, 170, 136, -68, -58, 151, 107, 
-141, 92, 234, 24, -187, 163, 122, 244, 175, 161, 131, -68, -58, 136, 87, 
-131, 87, 219, 21, -175, 153, 107, 224, 161, 146, 117, -68, -58, 122, 68, 
-117, 82, 200, 17, -158, 141, 92, 200, 146, 136, 107, -68, -58, 107, 58, 
-112, 73, 185, 19, -148, 129, 82, 190, 126, 131, 107, -73, -58, 97, 48, 
-97, 73, 170, 12, -134, 122, 82, 180, 122, 117, 102, -68, -58, 92, 48, 
-87, 73, 161, 7, -124, 117, 78, 165, 117, 112, 92, -68, -48, 87, 53, 
-87, 68, 156, 9, -122, 112, 73, 151, 107, 102, 82, -63, -43, 68, 43, 
-68, 78, 146, -4, -107, 112, 63, 146, 92, 87, 92, -63, -39, 68, 53, 
-53, 78, 131, -12, -92, 104, 53, 131, 87, 82, 87, -58, -34, 58, 39, 
-29, 73, 102, -21, -65, 87, 53, 126, 78, 73, 82, -58, -34, 48, 34, 
-9, 73, 82, -31, -46, 78, 48, 107, 63, 63, 78, -58, -29, 39, 29, 
-4, 63, 68, -29, -36, 65, 34, 107, 58, 53, 63, -78, -24, 19, 19, 
4, 58, 53, -31, -24, 56, 34, 102, 48, 43, 58, -78, -24, 14, 14, 
9, 53, 43, -31, -17, 48, 29, 97, 43, 39, 53, -82, -19, 9, 9, 
9, 48, 39, -29, -14, 43, 29, 87, 34, 39, 48, -87, -19, 0, 4, 
-14, 34, 48, -9, -31, 41, 14, 63, 19, 24, 29, -92, -19, -9, -9, 
-24, 24, 48, 0, -36, 36, -4, 48, 0, 14, 19, -97, -19, -24, -19, 
-34, 9, 43, 12, -39, 26, -9, 39, -4, 9, 19, -97, -19, -29, -19, 
-39, 4, 43, 17, -41, 24, -14, 29, -14, 9, 19, -97, -19, -29, -24, 
-29, 4, 34, 12, -31, 19, -4, 34, -19, -4, 24, -107, -19, -39, -24, 
-29, 9, 39, 9, -34, 24, -9, 24, -24, -9, 19, -107, -14, -39, -24, 
-24, 9, 34, 7, -29, 21, -9, 24, -24, -9, 14, -107, -14, -39, -24, 
-24, 4, 29, 9, -26, 17, -9, 29, -29, -9, 14, -112, -14, -39, -24, 
-14, 9, 24, 2, -19, 17, -9, 39, -24, -9, 29, -112, -14, -24, -19, 
-14, 14, 29, 0, -21, 21, -9, 34, -24, -9, 29, -112, -9, -29, -14, 
4, 24, 19, -14, -7, 21, -9, 34, -19, -4, 29, -107, -9, -24, -9, 
19, 29, 9, -24, 4, 19, -9, 34, -14, 0, 29, -97, -9, -19, -4, 
9, 29, 19, -19, -4, 24, -9, 24, -19, 0, 19, -97, -4, -24, -14, 
14, 34, 19, -24, -2, 26, -9, 24, -19, 0, 19, -97, -4, -24, -14, 
14, 34, 19, -24, -2, 26, -14, 24, -24, -4, 19, -97, -4, -29, -14, 
9, 24, 14, -17, -2, 19, -14, 19, -24, -4, 14, -97, -4, -29, -14, 
19, 29, 9, -24, 4, 19, -4, 29, -24, -14, 24, -102, 4, -29, -14, 
19, 29, 9, -24, 4, 19, -9, 29, -29, -14, 14, -102, 0, -29, -14, 
19, 29, 9, -24, 4, 19, -9, 29, -29, -14, 4, -102, -4, -29, -14, 
19, 24, 4, -21, 7, 14, -9, 29, -29, -19, 4, -102, -4, -24, -14, 
14, 14, 0, -14, 7, 7, -14, 14, -29, -19, -4, -102, -4, -29, -24, 
14, 14, 0, -14, 7, 7, -14, 9, -29, -19, -4, -102, -9, -29, -24, 
9, 9, 0, -9, 4, 4, -14, 9, -29, -19, -9, -102, -14, -29, -24, 
4, 9, 4, -7, 0, 7, -19, 14, -39, -19, -9, -102, -19, -29, -24, 
-9, -9, 0, 9, -4, -4, -19, 24, -39, -24, -9, -92, -9, -29, -14, 
-9, -9, 0, 9, -4, -4, -19, 24, -39, -24, -4, -92, -4, -19, -14, 
0, 0, 0, 0, 0, 0, -14, 24, -34, -19, -4, -87, -4, -19, -14, 
0, 4, 4, -2, -2, 4, -14, 24, -34, -19, -4, -78, -4, -24, -14, 
4, 9, 4, -7, 0, 7, -14, 24, -34, -19, -9, -87, -4, -24, -24, 
0, 4, 4, -2, -2, 4, -19, 24, -39, -19, -9, -87, -4, -24, -24, 
4, 4, 0, -4, 2, 2, -19, 24, -39, -24, -4, -92, -9, -24, -24, 
4, 4, 0, -4, 2, 2, -14, 24, -39, -24, -4, -92, -9, -24, -24, 
0, -4, -4, 2, 2, -4, -14, 14, -39, -24, 0, -87, 0, -24, -14, 
0, -4, -4, 2, 2, -4, -19, 14, -39, -29, -4, -78, 0, -24, -14, 
-4, 0, 4, 2, -4, 2, -19, 14, -39, -29, -4, -73, 0, -24, -14, 
-9, 4, 14, 2, -12, 9, -19, 14, -39, -24, -4, -68, 0, -19, -14, 
4, 19, 14, -12, -4, 17, -14, 14, -39, -14, 4, -63, 9, -19, -4, 
9, 29, 19, -19, -4, 24, -9, 14, -39, -14, 4, -53, 9, -19, -4, 
14, 34, 19, -24, -2, 26, -4, 14, -39, -14, 9, -48, 9, -19, 0, 
19, 43, 24, -31, -2, 34, 0, 19, -34, -14, 14, -43, 14, -19, 0, 
29, 53, 24, -41, 2, 39, -4, 29, -24, -14, 14, -39, 14, -24, -9, 
29, 53, 24, -41, 2, 39, -9, 29, -24, -14, 14, -34, 19, -24, -9, 
29, 53, 24, -41, 2, 39, -14, 29, -19, -9, 14, -29, 19, -24, -9, 
24, 53, 29, -39, -2, 41, -19, 29, -19, -9, 9, -24, 14, -29, -9, 
-4, 19, 24, -7, -14, 21, -29, 14, -29, -19, -9, -34, 9, -39, -14, 
-29, -14, 14, 21, -21, 0, -29, 9, -34, -24, -14, -43, 0, -39, -24, 
-53, -39, 14, 46, -34, -12, -29, 4, -39, -34, -19, -58, -4, -39, -29, 
-73, -58, 14, 65, -43, -21, -29, 4, -43, -39, -24, -68, -9, -39, -34, 
-58, -39, 19, 48, -39, -9, -29, 4, -29, -29, -9, -48, 0, -29, -24, 
-53, -29, 24, 41, -39, -2, -29, 4, -29, -29, -9, -43, 0, -29, -19, 
-48, -19, 29, 34, -39, 4, -24, 4, -29, -24, -9, -43, 0, -29, -19, 
-48, -14, 34, 31, -41, 9, -24, 9, -29, -19, 0, -43, 0, -29, -19, 
-34, 0, 34, 17, -34, 17, -14, 14, -14, -9, 9, -39, 4, -14, -9, 
-14, 4, 19, 4, -17, 12, -14, 19, -14, -4, 9, -39, 4, -14, -9, 
-9, 14, 24, -2, -17, 19, -14, 24, -14, 0, 9, -43, 4, -14, -9, 
-4, 19, 24, -7, -14, 21, -14, 29, -14, 9, 9, -43, 4, -14, -9, 
-14, 9, 24, 2, -19, 17, -19, 24, -19, 4, 0, -58, -4, -14, -19, 
-14, 9, 24, 2, -19, 17, -19, 24, -19, 0, 0, -58, -4, -19, -19, 
-19, 9, 29, 4, -24, 19, -19, 19, -19, -4, 0, -58, -4, -29, -19, 
-19, 9, 29, 4, -24, 19, -29, 9, -19, -9, 0, -63, -14, -34, -19, 
-19, -4, 14, 12, -17, 4, -19, 9, -24, -9, 0, -63, -14, -34, -19, 
-14, -4, 9, 9, -12, 2, -19, 9, -24, -9, 0, -73, -9, -34, -19, 
-14, 0, 14, 7, -14, 7, -19, 9, -24, -9, -4, -73, -9, -34, -24, 
-14, 0, 14, 7, -14, 7, -19, 14, -24, -9, -4, -73, -14, -34, -24, 
-4, 4, 9, 0, -7, 7, -14, 19, -14, -9, 0, -73, -4, -24, -24, 
-9, 9, 19, 0, -14, 14, -14, 19, -14, -9, 0, -73, -4, -24, -24, 
-9, 14, 24, -2, -17, 19, -14, 19, -14, -9, 0, -78, -4, -24, -24, 
0, 19, 19, -9, -9, 19, -14, 19, -9, -9, 0, -78, -4, -24, -24, 
9, 14, 4, -12, 2, 9, -24, 9, -14, -9, 0, -68, -14, -34, -24, 
9, 14, 4, -12, 2, 9, -24, 9, -14, -9, 0, -73, -14, -34, -24, 
9, 14, 4, -12, 2, 9, -24, 14, -14, -9, 0, -73, -14, -34, -24, 
19, 14, -4, -17, 12, 4, -24, 14, -14, -9, 0, -68, -14, -34, -24, 
9, 4, -4, -7, 7, 0, -24, 14, -4, 4, 4, -58, -14, -29, -24, 
4, 4, 0, -4, 2, 2, -24, 24, 0, 4, 9, -58, -14, -29, -24, 
-4, 4, 9, 0, -7, 7, -24, 29, 4, 4, 9, -58, -14, -29, -19, 
-9, 4, 14, 2, -12, 9, -24, 29, 4, 9, 9, -58, -14, -29, -19, 
-4, 19, 24, -7, -14, 21, -19, 29, 9, 24, 14, -43, -14, -14, -19, 
0, 19, 19, -9, -9, 19, -19, 29, 9, 24, 14, -43, -19, -14, -19, 
14, 14, 0, -14, 7, 7, -19, 29, 9, 24, 9, -43, -19, -14, -24, 
19, 9, -9, -14, 14, 0, -14, 24, 9, 19, 9, -48, -19, -14, -24, 
24, 14, -9, -19, 17, 2, -4, 34, 14, 19, 19, -48, -19, -24, -14, 
24, 24, 0, -24, 12, 12, -9, 34, 14, 24, 19, -43, -19, -24, -14, 
29, 29, 0, -29, 14, 14, -9, 34, 19, 24, 19, -43, -19, -29, -14, 
39, 34, -4, -36, 21, 14, -9, 39, 19, 24, 24, -43, -19, -29, -14, 
29, 34, 4, -31, 12, 19, -14, 39, 19, 24, 24, -29, -19, -14, -14, 
29, 39, 9, -34, 9, 24, -14, 39, 24, 29, 24, -19, -19, -14, -14, 
34, 48, 14, -41, 9, 31, -14, 39, 29, 29, 34, -14, -19, -14, -14, 
34, 48, 14, -41, 9, 31, -14, 39, 29, 29, 34, -4, -19, -9, -14, 
39, 48, 9, -43, 14, 29, -4, 34, 29, 34, 39, 4, -4, 0, -9, 
39, 53, 14, -46, 12, 34, 0, 39, 34, 34, 39, 9, -4, 0, -9, 
43, 53, 9, -48, 17, 31, 0, 39, 34, 39, 39, 9, -9, 0, -9, 
48, 43, -4, -46, 26, 19, -4, 34, 24, 39, 29, 4, -9, -4, -14, 
29, 39, 9, -34, 9, 24, -19, 29, 14, 24, 14, 4, -19, -9, -24, 
24, 34, 9, -29, 7, 21, -24, 24, 14, 24, 14, 9, -19, -14, -24, 
19, 29, 9, -24, 4, 19, -24, 19, 19, 29, 19, 19, -19, -19, -24, 
14, 19, 4, -17, 4, 12, -29, 14, 19, 29, 19, 19, -19, -19, -24, 
9, 14, 4, -12, 2, 9, -29, 14, 9, 24, 9, 19, -19, -19, -24, 
4, 9, 4, -7, 0, 7, -29, 14, 14, 24, 9, 24, -19, -24, -24, 
14, 9, -4, -12, 9, 2, -29, 14, 14, 24, 9, 29, -19, -24, -24, 
14, 9, -4, -12, 9, 2, -29, 14, 14, 24, 14, 34, -19, -19, -24, 
24, 24, 0, -24, 12, 12, -19, 19, 14, 34, 14, 34, -19, -19, -19, 
9, 24, 14, -17, -2, 19, -19, 19, 14, 34, 14, 39, -19, -19, -19, 
9, 19, 9, -14, 0, 14, -19, 19, 14, 34, 19, 39, -19, -19, -19, 
9, 19, 9, -14, 0, 14, -19, 19, 9, 39, 19, 34, -14, -19, -19, 
9, 9, 0, -9, 4, 4, -19, 14, 9, 29, 19, 34, -24, -24, -24, 
9, 9, 0, -9, 4, 4, -24, 14, 9, 19, 19, 29, -29, -24, -29, 
9, 0, -9, -4, 9, -4, -24, 14, 9, 19, 14, 29, -29, -24, -29, 
9, 9, 0, -9, 4, 4, -24, 9, 4, 14, 9, 29, -34, -29, -29, 
14, 19, 4, -17, 4, 12, -24, 9, 14, 14, 9, 39, -24, -19, -29, 
19, 19, 0, -19, 9, 9, -24, 9, 14, 24, 14, 39, -24, -14, -24, 
24, 19, -4, -21, 14, 7, -24, 19, 14, 24, 14, 39, -24, -14, -24, 
43, 24, -19, -34, 31, 2, -24, 19, 14, 24, 14, 29, -19, -14, -24, 
29, 14, -14, -21, 21, 0, -24, 9, 19, 39, 24, 29, -14, -14, -19, 
19, 14, -4, -17, 12, 4, -19, 9, 19, 39, 24, 24, -14, -14, -19, 
9, 14, 4, -12, 2, 9, -19, 4, 14, 34, 24, 19, -19, -14, -24, 
-4, 0, 4, 2, -4, 2, -34, -4, 9, 14, 14, 9, -24, -19, -24, 
0, 14, 14, -7, -7, 14, -24, 4, 14, 24, 14, 19, -14, -24, -24, 
4, 24, 19, -14, -7, 21, -19, 4, 14, 29, 19, 14, -14, -24, -24, 
14, 34, 19, -24, -2, 26, -19, 4, 14, 34, 19, 9, -14, -19, -29, 
24, 43, 19, -34, 2, 31, -19, 0, 14, 34, 19, 4, -9, -19, -29, 
14, 43, 29, -29, -7, 36, -19, 0, 14, 34, 19, 4, -19, -19, -14, 
14, 39, 24, -26, -4, 31, -24, 4, 14, 24, 19, 4, -19, -19, -14, 
14, 34, 19, -24, -2, 26, -24, 4, 4, 24, 19, -4, -14, -19, -14, 
19, 29, 9, -24, 4, 19, -24, 4, 14, 24, 19, -4, -14, -24, -19, 
9, 24, 14, -17, -2, 19, -34, -4, 4, 14, 9, -9, -24, -34, -29, 
4, 19, 14, -12, -4, 17, -34, -4, 0, 14, 9, -14, -24, -34, -29, 
0, 14, 14, -7, -7, 14, -34, -4, 0, 14, 9, -19, -24, -29, -29, 
-4, 9, 14, -2, -9, 12, -29, -4, 4, 19, 9, -29, -24, -29, -24, 
4, 19, 14, -12, -4, 17, -29, 0, 4, 19, 19, -19, -14, -29, -24, 
9, 24, 14, -17, -2, 19, -29, 0, 0, 19, 19, -19, -14, -29, -19, 
9, 24, 14, -17, -2, 19, -29, 0, 0, 14, 19, -19, -14, -29, -19, 
9, 24, 14, -17, -2, 19, -29, 0, 0, 14, 19, -24, -9, -29, -19, 
4, 24, 19, -14, -7, 21, -24, 9, 0, 24, 19, -24, -9, -19, -14, 
9, 34, 24, -21, -7, 29, -24, 14, 0, 24, 19, -29, -9, -19, -14, 
14, 34, 19, -24, -2, 26, -29, 14, 0, 24, 14, -29, -9, -14, -14, 
24, 34, 9, -29, 7, 21, -29, 9, 0, 24, 14, -29, -9, -14, -14, 
9, 19, 9, -14, 0, 14, -39, 0, -4, 14, 14, -39, -19, -29, -19, 
4, 4, 0, -4, 2, 2, -43, -9, -19, 9, 9, -39, -19, -34, -24, 
0, 0, 0, 0, 0, 0, -43, -14, -24, 0, 9, -39, -19, -34, -29, 
-9, 4, 14, 2, -12, 9, -34, -19, -29, -4, 4, -39, -19, -34, -34, 
-4, 14, 19, -4, -12, 17, -24, -9, -19, 0, 4, -24, -9, -24, -24, 
-9, 9, 19, 0, -14, 14, -24, -4, -14, -4, 4, -24, -9, -24, -24, 
-9, 0, 9, 4, -9, 4, -24, 0, -14, 0, -4, -24, -14, -24, -24, 
