I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3, 
19, 29, 9, -24, 4, 19, -39, -39, 9, 19, 19, 97, -19, -19, -19, 
19, 29, 9, -24, 4, 19, -39, -39, 9, 19, 19, 97, -19, -19, -19, 
29, 29, 0, -29, 14, 14, -39, -48, 0, 9, 19, 92, -19, -19, -19, 
29, 29, 0, -29, 14, 14, -39, -48, 0, 9, 19, 87, -19, -19, -19, 
29, 29, 0, -29, 14, 14, -39, -48, 0, 9, 19, 82, -19, -19, -19, 
29, 29, 0, -29, 14, 14, -39, -48, 0, 9, 19, 78, -19, -19, -19, 
29, 29, 0, -29, 14, 14, -48, -58, 0, 9, 29, 73, -19, -19, -19, 
29, 29, 0, -29, 14, 14, -48, -58, 0, 9, 29, 68, -19, -19, -19, 
29, 29, 0, -29, 14, 14, -48, -58, 0, 9, 29, 63, -19, -19, -19, 
29, 29, 0, -29, 14, 14, -48, -58, 0, 9, 29, 58, -19, -19, -19, 
24, 29, 4, -26, 9, 17, -39, -48, 0, 9, 19, 58, -19, -19, -9, 
19, 29, 9, -24, 4, 19, -39, -48, 0, 9, 19, 58, -19, -19, -9, 
14, 29, 14, -21, 0, 21, -39, -48, 0, 9, 19, 58, -19, -19, -9, 
9, 29, 19, -19, -4, 24, -39, -48, 0, 9, 19, 58, -19, -19, -9, 
19, 29, 9, -24, 4, 19, -48, -48, -9, 9, 19, 48, -19, -29, -19, 
19, 29, 9, -24, 4, 19, -48, -48, -9, 9, 19, 48, -19, -29, -19, 
19, 29, 9, -24, 4, 19, -48, -48, -9, 9, 19, 48, -19, -29, -19, 
19, 29, 9, -24, 4, 19, -48, -48, -9, 9, 19, 48, -19, -29, -19, 
19, 14, -4, -17, 12, 4, -48, -48, 0, 9, 19, 39, -9, -29, -19, 
19, 9, -9, -14, 14, 0, -48, -48, 0, 9, 19, 39, -9, -29, -19, 
19, 4, -14, -12, 17, -4, -48, -48, 0, 9, 19, 39, -9, -29, -19, 
19, 0, -19, -9, 19, -9, -48, -48, 0, 9, 19, 39, -9, -29, -19, 
19, 9, -9, -14, 14, 0, -48, -48, -9, 0, 9, 39, -19, -29, -19, 
19, 9, -9, -14, 14, 0, -48, -48, -9, 0, 9, 39, -19, -29, -19, 
19, 9, -9, -14, 14, 0, -48, -48, -9, 0, 9, 39, -19, -29, -19, 
19, 9, -9, -14, 14, 0, -48, -48, -9, 0, 9, 39, -19, -29, -19, 
19, 9, -9, -14, 14, 0, -48, -48, -9, 0, 9, 39, -9, -29, -19, 
19, 9, -9, -14, 14, 0, -48, -48, -9, 0, 9, 39, -9, -29, -19, 
19, 9, -9, -14, 14, 0, -48, -48, -9, 0, 9, 39, -9, -29, -19, 
19, 9, -9, -14, 14, 0, -48, -48, -9, 0, 9, 39, -9, -29, -19, 
9, 0, -9, -4, 9, -4, -48, -58, -9, 0, 9, 48, -19, -29, -19, 
9, 0, -9, -4, 9, -4, -48, -58, -9, 0, 9, 48, -19, -29, -19, 
9, 0, -9, -4, 9, -4, -48, -58, -9, 0, 9, 48, -19, -29, -19, 
9, 0, -9, -4, 9, -4, -48, -58, -9, 0, 9, 48, -19, -29, -19, 
0, 9, 9, -4, -4, 9, -48, -58, -9, 0, 9, 58, -19, -29, -19, 
0, 9, 9, -4, -4, 9, -48, -58, -9, 0, 9, 58, -19, -29, -19, 
0, 9, 9, -4, -4, 9, -48, -58, -9, 0, 9, 58, -19, -29, -19, 
0, 9, 9, -4, -4, 9, -48, -58, -9, 0, 9, 58, -19, -29, -19, 
-9, 0, 9, 4, -9, 4, -39, -58, -19, -9, 0, 68, -14, -29, -19, 
-9, 0, 9, 4, -9, 4, -39, -58, -19, -9, 0, 68, -9, -29, -19, 
-9, 0, 9, 4, -9, 4, -39, -58, -19, -9, 0, 68, -4, -29, -19, 
-9, 0, 9, 4, -9, 4, -39, -58, -19, -9, 0, 68, 0, -29, -19, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 9, 68, -9, -29, -19, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 9, 68, -9, -29, -19, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 9, 68, -9, -29, -19, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 9, 68, -9, -29, -19, 
14, 4, -9, -9, 12, -2, -39, -58, -9, 0, 9, 68, -9, -29, -9, 
19, 9, -9, -14, 14, 0, -39, -58, -9, 0, 9, 68, -9, -29, -9, 
24, 14, -9, -19, 17, 2, -39, -58, -9, 0, 9, 68, -9, -29, -9, 
29, 19, -9, -24, 19, 4, -39, -58, -9, 0, 9, 68, -9, -29, -9, 
19, 19, 0, -19, 9, 9, -39, -58, -19, -9, 9, 68, -19, -29, -9, 
19, 19, 0, -19, 9, 9, -39, -58, -19, -9, 9, 68, -19, -29, -9, 
19, 19, 0, -19, 9, 9, -39, -58, -19, -9, 9, 68, -19, -29, -9, 
19, 19, 0, -19, 9, 9, -39, -58, -19, -9, 9, 68, -19, -29, -9, 
4, 14, 9, -9, -2, 12, -48, -58, -19, -9, 0, 68, -9, -29, -19, 
0, 9, 9, -4, -4, 9, -48, -58, -19, -9, 0, 68, -9, -29, -19, 
-4, 4, 9, 0, -7, 7, -48, -58, -19, -9, 0, 68, -9, -29, -19, 
-9, 0, 9, 4, -9, 4, -48, -58, -19, -9, 0, 68, -9, -29, -19, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 0, 68, -9, -29, -19, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 0, 68, -9, -29, -19, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 0, 68, -9, -29, -19, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 0, 68, -9, -29, -19, 
9, 0, -9, -4, 9, -4, -39, -58, -9, -9, -9, 58, -9, -29, -9, 
9, 0, -9, -4, 9, -4, -39, -58, -9, -9, -9, 58, -9, -29, -9, 
9, 0, -9, -4, 9, -4, -39, -58, -9, -9, -9, 58, -9, -29, -9, 
9, 0, -9, -4, 9, -4, -39, -58, -9, -9, -9, 58, -9, -29, -9, 
9, 9, 0, -9, 4, 4, -39, -58, -19, -9, 0, 68, -9, -29, -19, 
9, 9, 0, -9, 4, 4, -39, -58, -19, -9, 0, 68, -9, -29, -19, 
9, 9, 0, -9, 4, 4, -39, -58, -19, -9, 0, 68, -9, -29, -19, 
9, 9, 0, -9, 4, 4, -39, -58, -19, -9, 0, 68, -9, -29, -19, 
0, 9, 9, -4, -4, 9, -39, -68, -19, -9, 0, 68, -9, -29, -19, 
0, 9, 9, -4, -4, 9, -39, -68, -19, -9, 0, 68, -9, -29, -19, 
0, 9, 9, -4, -4, 9, -39, -68, -19, -9, 0, 68, -9, -29, -19, 
0, 9, 9, -4, -4, 9, -39, -68, -19, -9, 0, 68, -9, -29, -19, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 0, 68, 0, -29, -9, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 0, 68, 0, -29, -9, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 0, 68, 0, -29, -9, 
0, 0, 0, 0, 0, 0, -39, -58, -9, -9, 0, 68, 0, -29, -9, 
9, 9, 0, -9, 4, 4, -39, -58, -9, -9, 9, 58, -9, -19, -19, 
9, 9, 0, -9, 4, 4, -39, -58, -9, -9, 9, 58, -9, -19, -19, 
9, 9, 0, -9, 4, 4, -39, -58, -9, -9, 9, 58, -9, -19, -19, 
9, 9, 0, -9, 4, 4, -39, -58, -9, -9, 9, 58, -9, -19, -19, 
9, 14, 4, -12, 2, 9, -39, -58, -9, -9, 9, 48, -9, -19, -19, 
9, 19, 9, -14, 0, 14, -39, -58, -9, -9, 9, 48, -9, -19, -19, 
9, 24, 14, -17, -2, 19, -39, -58, -9, -9, 9, 48, -9, -19, -19, 
9, 29, 19, -19, -4, 24, -39, -58, -9, -9, 9, 48, -9, -19, -19, 
19, 29, 9, -24, 4, 19, -39, -48, 0, 0, 9, 48, -14, -14, -9, 
19, 29, 9, -24, 4, 19, -39, -48, 0, 0, 9, 48, -19, -9, -9, 
19, 29, 9, -24, 4, 19, -39, -48, 0, 0, 9, 48, -24, -4, -9, 
19, 29, 9, -24, 4, 19, -39, -48, 0, 0, 9, 48, -29, 0, -9, 
29, 43, 14, -36, 7, 29, -34, -39, 4, 4, 14, 58, -29, 9, 0, 
29, 48, 19, -39, 4, 34, -29, -29, 9, 9, 19, 58, -29, 9, 0, 
29, 53, 24, -41, 2, 39, -24, -19, 14, 14, 24, 58, -29, 9, 0, 
29, 58, 29, -43, 0, 43, -19, -9, 19, 19, 29, 58, -29, 9, 0, 
29, 73, 43, -51, -7, 58, -14, -4, 34, 34, 34, 63, -29, 24, 4, 
29, 78, 48, -53, -9, 63, -9, 0, 39, 39, 39, 68, -29, 29, 9, 
29, 82, 53, -56, -12, 68, -4, 4, 43, 43, 43, 73, -29, 34, 14, 
29, 87, 58, -58, -14, 73, 0, 9, 48, 48, 48, 78, -29, 39, 19, 
19, 97, 78, -58, -29, 87, 4, 14, 53, 53, 53, 82, -43, 53, 29, 
19, 97, 78, -58, -29, 87, 9, 19, 58, 58, 58, 87, -48, 58, 29, 
19, 97, 78, -58, -29, 87, 14, 24, 63, 63, 63, 92, -53, 63, 29, 
19, 97, 78, -58, -29, 87, 19, 29, 68, 68, 68, 97, -58, 68, 29, 
24, 107, 82, -65, -29, 95, 19, 34, 73, 78, 68, 107, -58, 68, 19, 
29, 107, 78, -68, -24, 92, 19, 39, 78, 78, 68, 107, -58, 68, 19, 
34, 107, 73, -70, -19, 90, 19, 43, 82, 78, 68, 107, -58, 68, 19, 
39, 107, 68, -73, -14, 87, 19, 48, 87, 78, 68, 107, -58, 68, 19, 
48, 102, 53, -75, -2, 78, 14, 39, 78, 68, 68, 97, -53, 63, 4, 
48, 97, 48, -73, 0, 73, 9, 39, 78, 68, 68, 97, -48, 58, 0, 
48, 92, 43, -70, 2, 68, 4, 39, 78, 68, 68, 97, -43, 53, -4, 
48, 87, 39, -68, 4, 63, 0, 39, 78, 68, 68, 97, -39, 48, -9, 
39, 78, 39, -58, 0, 58, -14, 24, 73, 63, 58, 97, -48, 43, -9, 
39, 78, 39, -58, 0, 58, -19, 19, 68, 58, 58, 97, -48, 39, -9, 
39, 78, 39, -58, 0, 58, -24, 14, 63, 53, 58, 97, -48, 34, -9, 
39, 78, 39, -58, 0, 58, -29, 9, 58, 48, 58, 97, -48, 29, -9, 
39, 82, 43, -61, -2, 63, -48, -4, 53, 48, 58, 107, -48, 24, -19, 
39, 87, 48, -63, -4, 68, -58, -19, 48, 48, 58, 107, -48, 19, -19, 
39, 92, 53, -65, -7, 73, -68, -34, 43, 48, 58, 107, -48, 14, -19, 
39, 97, 58, -68, -9, 78, -78, -48, 39, 48, 58, 107, -48, 9, -19, 
48, 97, 48, -73, 0, 73, -92, -53, 24, 48, 48, 107, -39, 0, -29, 
48, 97, 48, -73, 0, 73, -97, -58, 19, 48, 48, 107, -39, -9, -29, 
48, 97, 48, -73, 0, 73, -102, -63, 14, 48, 48, 107, -39, -19, -29, 
48, 97, 48, -73, 0, 73, -107, -68, 9, 48, 48, 107, -39, -29, -29, 
48, 82, 34, -65, 7, 58, -107, -78, 4, 39, 43, 102, -34, -34, -29, 
48, 78, 29, -63, 9, 53, -107, -78, 0, 29, 39, 97, -29, -39, -29, 
48, 73, 24, -61, 12, 48, -107, -78, -4, 19, 34, 92, -24, -43, -29, 
48, 68, 19, -58, 14, 43, -107, -78, -9, 9, 29, 87, -19, -48, -29, 
48, 68, 19, -58, 14, 43, -117, -82, -14, 0, 24, 82, -19, -53, -34, 
48, 68, 19, -58, 14, 43, -117, -87, -19, 0, 19, 78, -19, -58, -39, 
48, 68, 19, -58, 14, 43, -117, -92, -24, 0, 14, 73, -19, -63, -43, 
48, 58, 9, -53, 19, 34, -117, -97, -34, -4, 9, 68, -14, -68, -53, 
48, 43, -4, -46, 26, 19, -107, -107, -39, -19, 0, 78, -9, -73, -53, 
43, 39, -4, -41, 24, 17, -107, -107, -48, -24, -4, 68, 0, -78, -53, 
39, 29, -9, -34, 24, 9, -102, -112, -58, -34, -9, 63, 9, -78, -48, 
34, 29, -4, -31, 19, 12, -97, -112, -58, -34, -14, 58, 9, -78, -39, 
34, 29, -4, -31, 19, 12, -97, -107, -68, -24, -4, 68, 4, -78, -48, 
29, 24, -4, -26, 17, 9, -87, -107, -63, -24, -4, 73, 4, -78, -48, 
29, 14, -14, -21, 21, 0, -82, -107, -63, -24, -4, 73, 4, -78, -48, 
29, 14, -14, -21, 21, 0, -78, -102, -58, -24, -4, 73, 4, -68, -48, 
34, 14, -19, -24, 26, -2, -73, -97, -48, -34, -14, 63, -4, -63, -39, 
34, 14, -19, -24, 26, -2, -73, -97, -48, -29, -14, 63, -4, -63, -39, 
24, 9, -14, -17, 19, -2, -73, -97, -48, -29, -14, 63, -9, -63, -39, 
19, 9, -9, -14, 14, 0, -68, -92, -43, -34, -9, 63, -9, -63, -39, 
19, 0, -19, -9, 19, -9, -78, -102, -53, -34, 0, 73, 0, -63, -39, 
19, -4, -24, -7, 21, -14, -73, -102, -53, -34, 0, 73, 0, -63, -39, 
19, -4, -24, -7, 21, -14, -73, -102, -53, -34, 0, 73, 0, -58, -39, 
19, -4, -24, -7, 21, -14, -68, -102, -53, -29, 0, 73, -9, -48, -29, 
24, 4, -19, -14, 21, -7, -58, -82, -43, -29, -4, 73, -19, -58, -29, 
14, 0, -14, -7, 14, -7, -53, -78, -43, -24, -9, 73, -19, -53, -29, 
4, -9, -14, 2, 9, -12, -48, -73, -43, -24, -14, 63, -14, -48, -19, 
0, -9, -9, 4, 4, -9, -39, -68, -43, -24, -19, 63, -14, -43, -19, 
-24, -4, 19, 14, -21, 7, -24, -58, -24, -14, -14, 68, -4, -24, 0, 
-24, -4, 19, 14, -21, 7, -19, -58, -24, -14, -9, 68, 0, -24, 0, 
-29, -4, 24, 17, -26, 9, -9, -58, -24, -19, -9, 68, 0, -24, 0, 
-29, -4, 24, 17, -26, 9, -4, -63, -24, -19, -9, 58, 9, -24, 0, 
-24, 0, 24, 12, -24, 12, -9, -53, -24, -9, -4, 58, 14, -24, 0, 
-24, 0, 24, 12, -24, 12, -9, -53, -29, -14, -4, 53, 14, -24, 0, 
-24, 0, 24, 12, -24, 12, -9, -63, -34, -19, -4, 53, 19, -24, -4, 
-24, 0, 24, 12, -24, 12, -9, -63, -34, -19, -4, 53, 19, -24, -4, 
-39, -34, 4, 36, -21, -14, -14, -68, -39, -29, -14, 43, 19, -34, -4, 
-43, -43, 0, 43, -21, -21, -19, -68, -43, -34, -19, 43, 19, -39, -9, 
-48, -53, -4, 51, -21, -29, -24, -73, -48, -39, -24, 34, 19, -39, -14, 
-68, -73, -4, 70, -31, -39, -29, -78, -53, -43, -29, 29, 14, -39, -19, 
-82, -78, 4, 80, -43, -36, -24, -82, -53, -34, -34, 39, 14, -29, -9, 
-82, -82, 0, 82, -41, -41, -19, -82, -53, -34, -34, 39, 14, -29, -9, 
-82, -78, 4, 80, -43, -36, -14, -82, -48, -34, -39, 34, 9, -29, -14, 
-78, -68, 9, 73, -43, -29, -9, -82, -48, -34, -39, 34, 9, -29, -14, 
-58, -58, 0, 58, -29, -29, -9, -68, -48, -34, -29, 43, 24, -29, -4, 
-58, -48, 9, 53, -34, -19, -9, -68, -48, -34, -29, 43, 24, -29, -4, 
-53, -43, 9, 48, -31, -17, -4, -63, -48, -34, -24, 48, 29, -29, -4, 
-53, -43, 9, 48, -31, -17, -4, -63, -43, -34, -24, 48, 29, -29, -4, 
-53, -53, 0, 53, -26, -26, -14, -73, -43, -34, -39, 39, 29, -29, -9, 
-58, -63, -4, 61, -26, -34, -14, -73, -43, -34, -39, 39, 29, -29, -9, 
-58, -63, -4, 61, -26, -34, -19, -73, -43, -39, -39, 39, 24, -34, -9, 
-58, -68, -9, 63, -24, -39, -19, -73, -53, -39, -43, 29, 24, -34, -19, 
-53, -63, -9, 58, -21, -36, -9, -63, -53, -48, -34, 29, 14, -24, -19, 
-48, -58, -9, 53, -19, -34, -9, -63, -53, -48, -34, 29, 14, -24, -19, 
-39, -48, -9, 43, -14, -29, -9, -68, -53, -48, -34, 34, 14, -24, -19, 
-34, -39, -4, 36, -14, -21, -9, -68, -48, -48, -29, 34, 14, -24, -19, 
-34, -39, -4, 36, -14, -21, 4, -63, -39, -34, -29, 39, 24, -24, -4, 
-34, -39, -4, 36, -14, -21, 4, -58, -34, -34, -29, 39, 24, -19, -4, 
-34, -39, -4, 36, -14, -21, 4, -58, -34, -34, -29, 43, 24, -19, -4, 
-34, -39, -4, 36, -14, -21, 4, -58, -34, -34, -29, 43, 29, -19, -4, 
-34, -34, 0, 34, -17, -17, 4, -68, -43, -34, -24, 48, 29, -29, -4, 
-34, -34, 0, 34, -17, -17, 4, -63, -43, -34, -24, 48, 29, -29, -4, 
-34, -34, 0, 34, -17, -17, 4, -63, -43, -34, -24, 48, 29, -29, -4, 
-34, -34, 0, 34, -17, -17, 4, -68, -43, -34, -24, 48, 29, -29, -4, 
-34, -39, -4, 36, -14, -21, -4, -68, -34, -34, -24, 53, 29, -29, -4, 
-39, -43, -4, 41, -17, -24, -4, -68, -34, -34, -24, 53, 29, -29, -14, 
-43, -48, -4, 46, -19, -26, -4, -68, -34, -34, -24, 43, 29, -29, -14, 
-43, -48, -4, 46, -19, -26, -4, -68, -34, -34, -24, 53, 29, -29, -9, 
-39, -43, -4, 41, -17, -24, 4, -53, -34, -34, -14, 63, 29, -19, -9, 
-43, -39, 4, 41, -24, -17, 4, -53, -34, -34, -14, 63, 29, -19, -4, 
-48, -39, 9, 43, -29, -14, 4, -53, -39, -34, -14, 63, 29, -19, -4, 
-53, -39, 14, 46, -34, -12, 4, -53, -39, -34, -14, 63, 29, -19, -4, 
-43, -48, -4, 46, -19, -26, 0, -63, -29, -34, -19, 53, 29, -14, -4, 
-43, -43, 0, 43, -21, -21, 0, -63, -39, -34, -19, 53, 34, -14, -9, 
-34, -43, -9, 39, -12, -26, -4, -48, -34, -29, -19, 43, 24, -19, -4, 
-48, -29, 19, 39, -34, -4, 9, -43, -29, -29, -9, 43, 19, -4, 4, 
-82, -9, 73, 46, -78, 31, 43, -29, -14, -9, 4, 48, 4, 24, 29, 
-117, 29, 146, 43, -131, 87, 87, 0, 24, 24, 4, 48, -9, 82, 73, 
-165, 53, 219, 56, -192, 136, 136, 43, 58, 53, 4, 34, -34, 156, 112, 
-234, 87, 322, 73, -278, 204, 185, 102, 82, 68, 0, 14, -53, 214, 161, 
-297, 112, 409, 92, -353, 261, 244, 165, 122, 87, -9, -4, -53, 283, 200, 
-322, 131, 453, 95, -387, 292, 302, 239, 165, 117, 4, -4, -63, 326, 219, 
-336, 170, 507, 82, -422, 339, 336, 312, 229, 170, 39, -4, -92, 370, 234, 
-356, 185, 541, 85, -448, 363, 395, 429, 317, 239, 58, -14, -102, 424, 273, 
-370, 214, 585, 78, -478, 400, 478, 575, 444, 322, 87, 0, -126, 517, 302, 
-385, 268, 653, 58, -519, 461, 551, 756, 610, 429, 161, 34, -165, 624, 336, 
-424, 346, 771, 39, -597, 558, 639, 917, 775, 556, 258, 92, -204, 741, 385, 
-434, 429, 863, 2, -649, 646, 683, 990, 902, 683, 375, 161, -248, 819, 414, 
-385, 502, 888, -58, -636, 695, 644, 941, 946, 780, 502, 248, -292, 814, 395, 
-317, 600, 917, -141, -617, 758, 541, 800, 907, 849, 629, 361, -346, 751, 366, 
-214, 697, 912, -241, -563, 805, 385, 570, 834, 907, 785, 522, -380, 629, 317, 
-19, 834, 854, -407, -436, 844, 151, 336, 790, 1000, 995, 746, -439, 468, 214, 
244, 1005, 761, -624, -258, 883, -126, 122, 756, 1107, 1239, 1019, -522, 263, 78, 
561, 1180, 619, -871, -29, 900, -424, -117, 712, 1185, 1468, 1273, -610, 24, -73, 
854, 1332, 478, -1093, 187, 905, -732, -351, 629, 1220, 1610, 1478, -688, -209, -219, 
1102, 1410, 307, -1256, 397, 858, -976, -536, 566, 1190, 1683, 1634, -732, -409, -356, 
1395, 1390, -4, -1393, 700, 692, -1176, -639, 536, 1132, 1717, 1751, -732, -610, -512, 
1683, 1273, -409, -1478, 1046, 431, -1356, -727, 488, 995, 1668, 1825, -688, -834, -688, 
1873, 1058, -814, -1466, 1344, 122, -1478, -902, 361, 775, 1517, 1810, -600, -1034, -844, 
1937, 722, -1215, -1329, 1576, -246, -1522, -1224, 58, 419, 1215, 1678, -429, -1200, -956, 
1917, 248, -1668, -1083, 1793, -710, -1512, -1605, -424, -102, 732, 1376, -185, -1366, -1029, 
1878, -204, -2083, -836, 1981, -1144, -1478, -1844, -917, -629, 209, 1005, 48, -1488, -1088, 
1830, -507, -2337, -661, 2083, -1422, -1420, -1932, -1254, -1034, -239, 663, 200, -1537, -1088, 
1708, -673, -2381, -517, 2044, -1527, -1376, -2030, -1537, -1337, -614, 366, 312, -1551, -1049, 
1551, -795, -2347, -378, 1949, -1571, -1332, -2098, -1766, -1561, -946, 43, 400, -1532, -976, 
1439, -844, -2283, -297, 1861, -1564, -1278, -2069, -1854, -1673, -1156, -224, 448, -1478, -927, 
1429, -849, -2278, -290, 1854, -1564, -1259, -2034, -1859, -1693, -1234, -341, 448, -1454, -907, 
1459, -839, -2298, -309, 1878, -1568, -1254, -1966, -1834, -1688, -1249, -390, 434, -1444, -922, 
1483, -849, -2332, -317, 1908, -1590, -1215, -1839, -1771, -1654, -1259, -429, 419, -1420, -922, 
1468, -854, -2322, -307, 1895, -1588, -1161, -1698, -1698, -1605, -1239, -453, 419, -1376, -907, 
1429, -868, -2298, -280, 1864, -1583, -1107, -1581, -1620, -1556, -1224, -478, 429, -1327, -888, 
1356, -878, -2235, -239, 1795, -1556, -1029, -1459, -1542, -1493, -1210, -536, 448, -1263, -849, 
1205, -868, -2074, -168, 1639, -1471, -922, -1332, -1420, -1405, -1161, -570, 463, -1146, -775, 
1010, -824, -1834, -92, 1422, -1329, -800, -1210, -1293, -1288, -1068, -570, 463, -1015, -683, 
814, -795, -1610, -9, 1212, -1202, -688, -1093, -1180, -1171, -990, -551, 468, -912, -600, 
663, -771, -1434, 53, 1049, -1102, -600, -995, -1068, -1083, -922, -536, 478, -819, -541, 
527, -746, -1273, 109, 900, -1010, -507, -878, -956, -976, -854, -507, 468, -722, -473, 
380, -683, -1063, 151, 722, -873, -424, -775, -844, -868, -780, -458, 424, -619, -400, 
326, -610, -936, 141, 631, -773, -380, -697, -771, -785, -717, -429, 375, -541, -351, 
326, -536, -863, 104, 595, -700, -351, -624, -697, -712, -639, -375, 336, -492, -322, 
297, -453, -751, 78, 524, -602, -302, -527, -600, -614, -536, -317, 287, -424, -278, 
219, -380, -600, 80, 409, -490, -234, -429, -488, -507, -448, -263, 248, -336, -224, 
136, -331, -468, 97, 302, -400, -170, -341, -385, -405, -356, -219, 219, -248, -165, 
53, -297, -351, 122, 202, -324, -126, -263, -283, -317, -283, -185, 200, -195, -122, 
4, -263, -268, 129, 136, -265, -82, -200, -209, -253, -234, -151, 165, -146, -82, 
-19, -214, -195, 117, 87, -204, -43, -136, -165, -204, -209, -117, 131, -102, -58, 
-24, -170, -146, 97, 61, -158, -14, -92, -122, -165, -170, -97, 92, -68, -29, 
-29, -136, -107, 82, 39, -122, 0, -53, -87, -126, -136, -78, 63, -34, -9, 
-29, -107, -78, 68, 24, -92, 19, -19, -63, -92, -102, -63, 48, -14, 0, 
-39, -82, -43, 61, 2, -63, 29, 0, -34, -78, -73, -53, 48, 4, 4, 
-39, -73, -34, 56, -2, -53, 34, 0, -24, -68, -58, -43, 48, 19, 9, 
-48, -63, -14, 56, -17, -39, 48, 0, -4, -48, -53, -39, 39, 24, 14, 
-63, -63, 0, 63, -31, -31, 48, -4, -4, -39, -53, -29, 48, 14, 19, 
-68, -63, 4, 65, -36, -29, 48, -4, -4, -39, -53, -19, 39, 14, 19, 
-73, -63, 9, 68, -41, -26, 48, -4, -4, -43, -53, -19, 34, 19, 19, 
-82, -68, 14, 75, -48, -26, 48, -4, -9, -43, -53, -19, 29, 19, 19, 
-87, -73, 14, 80, -51, -29, 43, -4, -14, -48, -53, -19, 24, 19, 19, 
-82, -63, 19, 73, -51, -21, 43, 4, -4, -39, -48, -9, 24, 19, 19, 
-82, -63, 19, 73, -51, -21, 43, 9, 4, -24, -39, -4, 29, 24, 24, 
-87, -58, 29, 73, -58, -14, 53, 19, 14, -9, -24, 0, 29, 29, 29, 
-92, -48, 43, 70, -68, -2, 53, 19, 19, -9, -19, 4, 29, 34, 29, 
-97, -48, 48, 73, -73, 0, 53, 29, 19, -9, -29, 4, 34, 34, 29, 
-97, -53, 43, 75, -70, -4, 48, 34, 19, -14, -29, 4, 34, 34, 34, 
-97, -53, 43, 75, -70, -4, 48, 34, 19, -14, -29, 4, 34, 34, 34, 
-92, -43, 48, 68, -70, 2, 53, 34, 19, -14, -29, 4, 34, 34, 34, 
-92, -48, 43, 70, -68, -2, 53, 29, 9, -14, -29, -14, 29, 39, 34, 
-87, -48, 39, 68, -63, -4, 53, 29, 14, -14, -29, -19, 29, 39, 34, 
-87, -53, 34, 70, -61, -9, 53, 29, 14, -9, -29, -24, 24, 39, 34, 
-107, -53, 53, 80, -80, 0, 53, 29, 14, -4, -24, -24, 24, 39, 39, 
-107, -53, 53, 80, -80, 0, 58, 29, 24, 0, -14, -24, 34, 43, 39, 
-112, -53, 58, 82, -85, 2, 68, 29, 24, 0, -14, -24, 29, 43, 39, 
-112, -58, 53, 85, -82, -2, 58, 24, 19, 0, -19, -34, 29, 43, 39, 
-112, -63, 48, 87, -80, -7, 58, 24, 19, -9, -19, -39, 29, 39, 34, 
-107, -73, 34, 90, -70, -19, 48, 24, 4, -24, -29, -68, 34, 29, 24, 
-107, -68, 39, 87, -73, -14, 48, 19, 4, -24, -29, -73, 34, 34, 24, 
-102, -53, 48, 78, -75, -2, 48, 19, 4, -19, -29, -82, 34, 34, 29, 
-97, -53, 43, 75, -70, -4, 53, 24, 14, -14, -29, -87, 34, 34, 29, 
-97, -43, 53, 70, -75, 4, 68, 29, 24, -4, -24, -82, 39, 53, 48, 
-97, -53, 43, 75, -70, -4, 68, 34, 24, 0, -24, -87, 39, 53, 48, 
-102, -53, 48, 78, -75, -2, 68, 34, 24, 0, -24, -92, 39, 53, 48, 
-102, -53, 48, 78, -75, -2, 68, 34, 19, -9, -29, -102, 39, 53, 48, 
-122, -43, 78, 82, -100, 17, 78, 34, 14, -14, -29, -107, 39, 58, 53, 
-122, -43, 78, 82, -100, 17, 78, 34, 9, -14, -29, -107, 29, 58, 53, 
-126, -48, 78, 87, -102, 14, 78, 34, 9, -14, -34, -107, 29, 58, 53, 
-126, -48, 78, 87, -102, 14, 78, 34, 14, -14, -34, -107, 34, 58, 53, 
-122, -58, 63, 90, -92, 2, 68, 34, 14, -14, -34, -117, 34, 58, 43, 
-122, -48, 73, 85, -97, 12, 68, 34, 14, -14, -29, -117, 34, 58, 48, 
-122, -43, 78, 82, -100, 17, 73, 39, 19, -14, -29, -112, 34, 58, 48, 
-117, -43, 73, 80, -95, 14, 73, 39, 19, -14, -34, -107, 34, 63, 53, 
-126, -53, 73, 90, -100, 9, 63, 34, 9, -29, -39, -112, 24, 53, 43, 
-131, -53, 78, 92, -104, 12, 63, 34, 9, -34, -43, -107, 19, 53, 43, 
-131, -58, 73, 95, -102, 7, 63, 34, 4, -34, -43, -107, 19, 58, 43, 
-131, -58, 73, 95, -102, 7, 63, 34, 4, -29, -43, -102, 24, 58, 43, 
-117, -48, 68, 82, -92, 9, 63, 34, 9, -34, -48, -102, 24, 58, 43, 
