I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, X, Y, Z
-9,29,39,-9,-24,34,122,39,-29,-82,-97,-58,-97,34,-58
0,48,48,-24,-24,48,131,53,-19,-73,-87,-58,-102,43,-78
0,63,63,-31,-31,63,136,68,-4,-63,-82,-53,-107,53,-87
14,78,63,-46,-24,70,117,68,14,-53,-73,-53,-107,63,-107
24,102,78,-63,-26,90,92,68,24,-39,-63,-48,-102,82,-126
34,122,87,-78,-26,104,73,58,39,-29,-48,-43,-92,92,-136
43,126,82,-85,-19,104,0,-4,29,-43,-53,-43,-87,92,-122
48,131,82,-90,-17,107,-92,-112,-9,-68,-68,-43,-82,97,-58
48,131,82,-90,-17,107,-141,-136,-29,-78,-82,-48,-73,97,-19
43,122,78,-82,-17,100,-156,-146,-48,-92,-92,-48,-68,92,4
39,117,78,-78,-19,97,-170,-146,-58,-97,-92,-48,-63,92,19
39,112,73,-75,-17,92,-170,-146,-63,-102,-97,-43,-48,92,29
34,102,68,-68,-17,85,-170,-161,-82,-117,-107,-43,-48,78,53
34,87,53,-61,-9,70,-180,-170,-117,-136,-117,-48,-39,68,82
39,78,39,-58,0,58,-180,-170,-126,-151,-126,-48,-29,63,102
48,73,24,-61,12,48,-170,-170,-126,-151,-126,-48,-29,63,102
53,63,9,-58,21,36,-141,-156,-122,-151,-126,-48,-29,53,92
29,39,9,-34,9,24,-97,-131,-122,-151,-131,-58,-48,39,82
0,19,19,-9,-9,19,-63,-112,-126,-161,-141,-78,-73,29,58
-29,0,29,14,-29,14,-34,-97,-126,-165,-151,-82,-87,19,48
-48,-9,39,29,-43,14,-14,-97,-126,-165,-161,-87,-97,19,39
-53,-14,39,34,-46,12,0,-87,-126,-165,-161,-87,-102,9,29
-73,-24,48,48,-61,12,14,-73,-122,-165,-161,-102,-112,0,19
-78,-39,39,58,-58,0,34,-53,-122,-165,-161,-107,-117,-19,4
-87,-68,19,78,-53,-24,43,-39,-122,-165,-170,-117,-122,-39,0
-87,-87,0,87,-43,-43,53,-34,-122,-170,-175,-126,-126,-48,0
-87,-92,-4,90,-41,-48,53,-34,-122,-175,-175,-136,-126,-58,4
-92,-92,0,92,-46,-46,53,-29,-126,-175,-180,-136,-126,-58,9
-97,-97,0,97,-48,-48,58,-29,-126,-175,-180,-136,-126,-58,14
-97,-97,0,97,-48,-48,63,-24,-122,-175,-180,-131,-131,-58,9
-102,-97,4,100,-53,-46,68,-19,-122,-175,-180,-126,-131,-58,9
-102,-97,4,100,-53,-46,73,-24,-126,-170,-180,-126,-131,-63,9
-102,-97,4,100,-53,-46,82,-19,-122,-161,-165,-126,-131,-63,-4
-117,-92,24,104,-70,-34,82,-19,-107,-151,-161,-131,-141,-58,-9
-151,-87,63,119,-107,-12,107,4,-58,-126,-146,-161,-170,-43,-58
-200,-78,122,139,-161,21,214,102,34,-87,-151,-214,-234,-39,-165
-224,-48,175,136,-200,63,429,366,287,68,-68,-234,-253,-14,-380
-209,14,224,97,-217,119,697,834,780,419,209,-161,-175,29,-697
-146,82,229,31,-187,156,819,1098,1117,673,409,-73,-78,73,-888
19,204,185,-112,-82,195,678,1122,1381,922,619,73,117,112,-927
209,409,200,-309,4,305,356,707,1088,819,600,224,239,234,-712
380,673,292,-527,43,483,-302,-429,19,180,248,312,234,424,-82
600,893,292,-746,153,592,-1112,-1620,-1122,-502,-131,439,297,575,717
1005,956,-48,-980,527,453,-2103,-2596,-2034,-990,-307,766,688,551,1673
1322,1058,-263,-1190,793,397,-2908,-3279,-2576,-1278,-419,995,1024,575,2332
1620,1137,-483,-1378,1051,326,-3425,-3650,-2776,-1420,-502,1141,1259,590,2664
1586,736,-849,-1161,1217,-56,-2986,-3054,-2308,-1112,-273,1171,1376,278,2391
1210,375,-834,-793,1022,-229,-2103,-2171,-1478,-619,-14,936,1112,92,1747
854,185,-668,-519,761,-241,-1449,-1576,-1215,-717,-351,502,668,39,1337
551,63,-488,-307,519,-212,-1010,-1166,-1068,-810,-570,156,297,24,1058
336,9,-326,-173,331,-158,-688,-834,-805,-683,-507,9,117,14,775
146,-48,-195,-48,170,-122,-375,-483,-536,-488,-380,-68,-4,-19,478
14,-82,-97,34,56,-90,-126,-195,-283,-287,-253,-92,-53,-43,224
-53,-112,-58,82,2,-85,19,-39,-131,-156,-161,-97,-73,-58,73
-102,-117,-14,109,-43,-65,92,34,-63,-117,-122,-97,-87,-63,4
-102,-117,-14,109,-43,-65,112,58,-63,-117,-117,-97,-102,-68,-19
-112,-117,-4,114,-53,-61,136,78,-48,-112,-112,-107,-107,-68,-43
-122,-122,0,122,-61,-61,161,102,-19,-87,-107,-122,-117,-73,-63
-141,-126,14,134,-78,-56,170,107,-14,-82,-107,-126,-126,-73,-63
-141,-126,14,134,-78,-56,170,107,-19,-92,-112,-131,-131,-68,-68
-141,-126,14,134,-78,-56,170,112,-19,-92,-112,-131,-136,-63,-73
-141,-126,14,134,-78,-56,180,122,-14,-87,-112,-131,-136,-68,-78
-146,-126,19,136,-82,-53,190,122,-14,-82,-107,-136,-136,-68,-78
-146,-126,19,136,-82,-53,190,122,-9,-82,-107,-136,-141,-73,-78
-141,-126,14,134,-78,-56,190,126,-9,-82,-107,-136,-141,-78,-78
-141,-126,14,134,-78,-56,190,126,-4,-82,-107,-136,-141,-78,-78
-146,-126,19,136,-82,-53,195,126,0,-82,-102,-136,-141,-78,-82
-146,-131,14,139,-80,-58,195,131,0,-82,-102,-136,-141,-78,-82
-146,-131,14,139,-80,-58,200,131,4,-78,-102,-136,-141,-82,-82
-146,-131,14,139,-80,-58,204,136,4,-73,-97,-136,-141,-82,-92
-146,-131,14,139,-80,-58,204,141,4,-68,-92,-136,-146,-82,-97
-146,-131,14,139,-80,-58,204,146,14,-63,-92,-136,-146,-82,-97
-151,-136,14,143,-82,-61,209,146,19,-63,-92,-136,-146,-82,-102
-151,-136,14,143,-82,-61,209,151,19,-63,-87,-136,-146,-82,-102
-151,-131,19,141,-85,-56,209,151,19,-58,-87,-136,-146,-82,-102
-151,-131,19,141,-85,-56,209,156,24,-58,-82,-136,-146,-82,-107
-151,-136,14,143,-82,-61,209,161,29,-53,-82,-141,-146,-82,-107
-151,-136,14,143,-82,-61,209,161,29,-53,-82,-141,-146,-87,-102
-151,-136,14,143,-82,-61,214,165,34,-53,-78,-141,-146,-87,-97
-151,-136,14,143,-82,-61,214,161,34,-43,-73,-136,-146,-87,-102
-151,-136,14,143,-82,-61,214,161,39,-39,-68,-136,-141,-87,-102
-151,-131,19,141,-85,-56,219,165,48,-34,-63,-131,-136,-87,-107
-151,-131,19,141,-85,-56,219,165,53,-34,-58,-131,-136,-87,-107
-151,-131,19,141,-85,-56,219,175,58,-34,-53,-126,-136,-87,-112
-151,-131,19,141,-85,-56,219,185,68,-29,-48,-126,-136,-87,-112
-151,-131,19,141,-85,-56,219,185,78,-19,-43,-126,-131,-87,-117
-146,-131,14,139,-80,-58,219,195,82,-9,-39,-117,-122,-87,-122
-146,-131,14,139,-80,-58,219,195,87,4,-29,-117,-117,-87,-122
-151,-131,19,141,-85,-56,219,200,92,24,-14,-107,-112,-87,-126
-151,-126,24,139,-87,-51,219,209,107,39,-4,-97,-107,-87,-131
-151,-126,24,139,-87,-51,219,219,126,53,9,-92,-97,-87,-136
-146,-126,19,136,-82,-53,219,229,136,63,29,-87,-92,-87,-146
-146,-126,19,136,-82,-53,219,239,156,78,39,-82,-82,-87,-151
-141,-122,19,131,-80,-51,224,248,170,102,58,-73,-73,-87,-156
-136,-117,19,126,-78,-48,224,258,195,122,78,-63,-58,-82,-161
-131,-117,14,124,-73,-51,224,268,219,151,102,-43,-43,-78,-175
-126,-117,9,122,-68,-53,224,283,244,180,131,-24,-29,-73,-190
-126,-107,19,117,-73,-43,224,292,278,214,165,-4,-9,-73,-195
-126,-107,19,117,-73,-43,224,312,317,253,204,14,9,-73,-209
-117,-102,14,109,-65,-43,224,331,356,297,248,39,34,-68,-219
-112,-102,9,107,-61,-46,224,351,395,346,292,63,58,-63,-234
-97,-92,4,95,-51,-43,224,375,448,395,346,92,87,-68,-253
-87,-78,9,82,-48,-34,224,400,502,458,409,126,122,-63,-263
-73,-68,4,70,-39,-31,229,429,570,522,463,170,165,-63,-287
-58,-63,-4,61,-26,-34,239,453,629,590,531,214,204,-48,-312
-48,-48,0,48,-24,-24,239,492,688,663,600,253,248,-39,-331
-39,-34,4,36,-21,-14,239,527,766,732,673,292,287,-24,-351
-14,-24,-9,19,-2,-17,239,551,839,814,751,341,336,-24,-370
0,-9,-9,4,4,-9,239,575,907,888,824,385,380,-9,-395
19,9,-9,-14,14,0,234,600,971,966,902,434,424,0,-409
43,24,-19,-34,31,2,229,614,1024,1024,976,473,463,9,-424
53,43,-9,-48,31,17,219,629,1078,1083,1029,507,507,9,-439
78,53,-24,-65,51,14,209,639,1107,1127,1063,536,536,24,-448
87,73,-14,-80,51,29,200,639,1117,1137,1073,556,551,34,-448
92,82,-9,-87,51,36,195,634,1117,1132,1078,566,556,39,-444
102,87,-14,-95,58,36,180,610,1078,1083,1039,556,546,43,-419
107,97,-9,-102,58,43,165,570,1005,1010,971,531,517,48,-390
102,97,-4,-100,53,46,141,512,917,917,873,488,473,58,-361
92,97,4,-95,43,51,112,444,819,814,771,429,419,58,-322
78,97,19,-87,29,58,92,390,712,697,658,375,366,63,-278
73,92,19,-82,26,56,73,307,585,570,536,317,307,68,-229
58,82,24,-70,17,53,53,239,453,434,409,244,234,68,-195
48,73,24,-61,12,48,43,180,346,331,307,180,180,63,-161
29,63,34,-46,-2,48,39,117,263,234,224,131,126,53,-126
19,53,34,-36,-7,43,39,73,180,151,146,87,73,34,-102
4,39,34,-21,-14,36,39,34,112,78,68,43,34,24,-73
-9,19,29,-4,-19,24,34,14,63,29,14,9,0,19,-58
-19,9,29,4,-24,19,34,0,29,-9,-19,-24,-29,0,-48
-29,-4,24,17,-26,9,29,-9,-4,-48,-58,-39,-53,-9,-39
-34,-9,24,21,-29,7,24,-24,-39,-82,-92,-53,-68,-4,-29
-34,-9,24,21,-29,7,24,-34,-58,-102,-112,-78,-78,-4,-19
-39,-24,14,31,-26,-4,24,-39,-73,-112,-117,-87,-87,-9,-19
-43,-29,14,36,-29,-7,24,-43,-82,-122,-126,-87,-97,-14,-9
-48,-34,14,41,-31,-9,19,-48,-97,-136,-141,-97,-97,-19,-4
-48,-43,4,46,-26,-19,14,-48,-107,-141,-151,-102,-102,-24,4
-48,-43,4,46,-26,-19,14,-53,-107,-141,-151,-107,-107,-24,4
-43,-43,0,43,-21,-21,14,-53,-112,-146,-151,-112,-112,-29,4
-43,-43,0,43,-21,-21,14,-53,-117,-156,-156,-112,-112,-29,9
-48,-48,0,48,-24,-24,14,-53,-117,-161,-161,-112,-112,-29,9
-48,-48,0,48,-24,-24,14,-58,-122,-161,-165,-112,-117,-29,9
-48,-53,-4,51,-21,-29,14,-58,-126,-165,-165,-112,-117,-34,14
-48,-58,-9,53,-19,-34,14,-58,-126,-165,-165,-117,-117,-34,14
-48,-58,-9,53,-19,-34,14,-63,-131,-170,-165,-117,-117,-34,19
-48,-53,-4,51,-21,-29,14,-63,-131,-170,-170,-117,-117,-34,19
-48,-53,-4,51,-21,-29,14,-63,-136,-175,-175,-117,-117,-34,19
-48,-53,-4,51,-21,-29,14,-63,-136,-175,-180,-117,-117,-34,19
-53,-53,0,53,-26,-26,14,-63,-136,-175,-180,-117,-122,-34,19
-63,-58,4,61,-34,-26,14,-63,-136,-175,-180,-122,-122,-34,19
-63,-58,4,61,-34,-26,14,-63,-136,-175,-180,-122,-122,-34,19
-58,-58,0,58,-29,-29,14,-63,-136,-175,-180,-122,-122,-39,19
-53,-58,-4,56,-24,-31,14,-63,-136,-175,-180,-122,-122,-39,19
-53,-58,-4,56,-24,-31,14,-63,-136,-170,-180,-122,-122,-39,19
-53,-58,-4,56,-24,-31,14,-63,-136,-165,-180,-122,-122,-39,19
-53,-58,-4,56,-24,-31,14,-58,-136,-165,-175,-122,-122,-39,19
-53,-58,-4,56,-24,-31,19,-58,-136,-165,-170,-122,-122,-39,19
-58,-63,-4,61,-26,-34,19,-58,-136,-161,-170,-122,-122,-39,19
-63,-63,0,63,-31,-31,19,-58,-131,-161,-170,-122,-122,-39,14
-63,-63,0,63,-31,-31,14,-53,-126,-156,-165,-122,-122,-39,14
-63,-58,4,61,-34,-26,14,-53,-122,-156,-161,-117,-122,-39,14
-63,-58,4,61,-34,-26,19,-53,-122,-156,-161,-117,-122,-39,14
-58,-58,0,58,-29,-29,19,-53,-117,-151,-156,-117,-117,-39,14
-58,-58,0,58,-29,-29,19,-53,-117,-146,-151,-117,-117,-34,9
-58,-58,0,58,-29,-29,19,-53,-112,-141,-151,-112,-112,-34,4
-58,-58,0,58,-29,-29,19,-53,-112,-136,-146,-112,-107,-29,4
-53,-53,0,53,-26,-26,14,-48,-112,-136,-141,-107,-107,-29,4
-53,-48,4,51,-29,-21,14,-48,-112,-136,-141,-107,-107,-29,0
-58,-43,14,51,-36,-14,14,-48,-107,-141,-136,-107,-107,-24,0
-58,-43,14,51,-36,-14,19,-48,-97,-131,-136,-102,-102,-29,4
-58,-43,14,51,-36,-14,24,-48,-97,-131,-131,-102,-102,-34,9
-48,-43,4,46,-26,-19,19,-48,-97,-131,-126,-97,-97,-34,9
-43,-43,0,43,-21,-21,19,-48,-97,-131,-122,-97,-92,-34,9
-43,-43,0,43,-21,-21,19,-48,-97,-126,-126,-92,-92,-29,9
-48,-39,9,43,-29,-14,14,-48,-92,-126,-126,-92,-92,-29,9
-48,-39,9,43,-29,-14,9,-43,-87,-122,-126,-87,-92,-29,9
-43,-39,4,41,-24,-17,4,-43,-82,-112,-126,-87,-87,-29,4
-43,-39,4,41,-24,-17,4,-48,-82,-112,-122,-87,-87,-29,0
-43,-39,4,41,-24,-17,4,-48,-82,-112,-122,-87,-87,-34,-4
-39,-43,-4,41,-17,-24,4,-48,-87,-112,-122,-87,-87,-34,-4
-39,-43,-4,41,-17,-24,4,-48,-87,-112,-122,-82,-87,-29,0
-39,-43,-4,41,-17,-24,9,-48,-87,-112,-126,-82,-87,-29,0
-43,-43,0,43,-21,-21,14,-48,-87,-112,-126,-82,-87,-29,0
-48,-43,4,46,-26,-19,14,-43,-87,-112,-126,-82,-87,-29,4
-53,-48,4,51,-29,-21,14,-39,-87,-112,-126,-87,-92,-29,9
-53,-53,0,53,-26,-26,14,-39,-87,-117,-126,-87,-92,-34,4
-53,-53,0,53,-26,-26,14,-39,-92,-126,-126,-87,-92,-34,4
-53,-53,0,53,-26,-26,14,-39,-92,-126,-126,-87,-92,-29,4
-53,-53,0,53,-26,-26,14,-39,-92,-126,-131,-87,-92,-29,4
-48,-48,0,48,-24,-24,14,-34,-87,-122,-131,-87,-92,-29,4
-48,-48,0,48,-24,-24,14,-29,-87,-122,-136,-87,-97,-29,9
-48,-48,0,48,-24,-24,9,-29,-87,-122,-136,-87,-97,-29,4
-48,-48,0,48,-24,-24,9,-29,-87,-126,-136,-87,-97,-29,0
-48,-48,0,48,-24,-24,9,-29,-92,-126,-136,-92,-97,-29,0
-48,-48,0,48,-24,-24,9,-29,-97,-126,-136,-97,-97,-29,0
-48,-48,0,48,-24,-24,14,-29,-97,-126,-136,-97,-97,-29,0
-43,-39,4,41,-24,-17,14,-24,-92,-126,-136,-97,-97,-24,-4
-43,-34,9,39,-26,-12,19,-24,-92,-126,-136,-97,-102,-19,-9
-34,-24,9,29,-21,-7,34,-14,-73,-117,-131,-92,-102,-14,-19
-29,-4,24,17,-26,9,63,4,-63,-107,-122,-87,-102,0,-34
-14,14,29,0,-21,21,92,24,-48,-92,-107,-78,-102,19,-53
-9,29,39,-9,-24,34,131,48,-29,-82,-97,-68,-107,34,-68
0,48,48,-24,-24,48,136,58,-19,-73,-87,-68,-112,43,-87
0,63,63,-31,-31,63,136,68,-4,-63,-78,-63,-112,53,-97
14,78,63,-46,-24,70,117,68,14,-53,-63,-58,-107,63,-112
24,102,78,-63,-26,90,87,68,19,-34,-53,-48,-102,82,-126
34,122,87,-78,-26,104,63,58,24,-19,-43,-43,-92,92,-126
43,126,82,-85,-19,104,-9,-4,9,-34,-53,-43,-87,87,-102
48,131,82,-90,-17,107,-102,-107,-29,-58,-68,-43,-82,87,-48
48,131,82,-90,-17,107,-151,-126,-48,-68,-82,-48,-73,87,-19
48,122,73,-85,-12,97,-161,-136,-68,-82,-92,-48,-68,82,4
48,117,68,-82,-9,92,-170,-136,-78,-87,-92,-48,-68,82,19
48,107,58,-78,-4,82,-170,-136,-82,-92,-97,-48,-58,82,29
43,92,48,-68,-2,70,-165,-146,-102,-107,-107,-53,-58,73,53
43,78,34,-61,4,56,-170,-151,-131,-122,-117,-58,-48,68,78
48,68,19,-58,14,43,-170,-151,-136,-131,-126,-58,-39,63,92
48,63,14,-56,17,39,-161,-146,-136,-131,-126,-58,-39,63,92
43,53,9,-48,17,31,-136,-126,-131,-131,-126,-58,-39,53,82
19,29,9,-24,4,19,-97,-102,-131,-131,-131,-68,-58,39,73
-9,9,19,0,-14,14,-63,-82,-136,-141,-141,-87,-78,29,48
-34,-9,24,21,-29,7,-39,-68,-136,-146,-146,-92,-87,19,39
-48,-19,29,34,-39,4,-19,-63,-131,-146,-151,-97,-97,19,29
-53,-24,29,39,-41,2,0,-48,-126,-146,-151,-97,-102,9,19
-78,-39,39,58,-58,0,14,-34,-122,-146,-151,-112,-112,0,9
-87,-58,29,73,-58,-14,34,-19,-122,-146,-151,-117,-117,-19,0
-97,-87,9,92,-53,-39,43,-14,-126,-146,-161,-126,-122,-39,0
-97,-102,-4,100,-46,-53,53,-14,-131,-151,-165,-131,-126,-48,0
-97,-102,-4,100,-46,-53,53,-14,-131,-156,-165,-136,-126,-58,4
-102,-102,0,102,-51,-51,53,-9,-136,-156,-170,-136,-126,-58,4
-107,-107,0,107,-53,-53,58,-9,-136,-156,-170,-136,-126,-58,9
-107,-107,0,107,-53,-53,63,-4,-131,-156,-170,-136,-131,-58,9
-112,-107,4,109,-58,-51,68,0,-131,-156,-170,-136,-131,-58,9
-112,-107,4,109,-58,-51,73,0,-126,-151,-170,-136,-131,-58,4
-112,-107,4,109,-58,-51,87,19,-107,-136,-156,-136,-131,-53,-19
-126,-97,29,112,-78,-34,112,48,-68,-107,-146,-141,-141,-48,-48
-161,-82,78,122,-119,-2,170,112,14,-63,-126,-165,-170,-34,-131
-204,-63,141,134,-173,39,302,278,175,29,-87,-195,-214,-24,-273
-219,-24,195,122,-207,85,527,600,483,234,39,-195,-214,4,-507
-165,58,224,53,-195,141,712,980,912,556,297,-112,-107,48,-761
-58,141,200,-41,-129,170,727,1093,1141,751,468,-9,19,92,-858
122,287,165,-204,-21,226,478,883,1161,829,580,141,190,151,-766
326,522,195,-424,65,358,19,219,634,575,473,297,297,292,-405
531,751,219,-641,156,485,-712,-966,-483,-92,107,400,326,453,302
795,932,136,-863,329,534,-1561,-2117,-1566,-736,-263,551,444,570,1122
1171,980,-190,-1076,680,395,-2449,-2947,-2293,-1122,-400,849,814,536,1956
1420,1049,-370,-1234,895,339,-3054,-3411,-2679,-1351,-483,1010,1068,536,2444
1576,1029,-546,-1302,1061,241,-3259,-3459,-2625,-1337,-478,1068,1195,497,2527
1400,551,-849,-976,1124,-148,-2581,-2644,-1991,-936,-219,1019,1229,170,2078
1019,248,-771,-634,895,-261,-1776,-1839,-1283,-566,-73,746,927,43,1498
678,122,-556,-400,617,-217,-1205,-1317,-1098,-727,-458,297,453,29,1141
414,19,-395,-217,405,-187,-810,-936,-936,-751,-585,29,146,14,868
239,-19,-258,-109,248,-139,-531,-629,-658,-566,-448,-48,29,4,590
82,-68,-151,-7,117,-109,-258,-317,-414,-385,-322,-102,-58,-29,336
-14,-92,-78,53,31,-85,-53,-73,-195,-200,-200,-102,-73,-53,136
-68,-122,-53,95,-7,-87,58,48,-82,-92,-126,-107,-92,-68,19
-102,-122,-19,112,-41,-70,102,92,-43,-78,-102,-107,-102,-68,-24
-102,-117,-14,109,-43,-65,122,117,-43,-78,-102,-107,-107,-68,-39
-112,-117,-4,114,-53,-61,146,131,-29,-73,-102,-117,-107,-68,-53
-117,-122,-4,119,-56,-63,165,146,-4,-53,-97,-126,-117,-73,-73
-131,-126,4,129,-68,-61,170,146,-4,-53,-97,-126,-126,-73,-73
-131,-126,4,129,-68,-61,170,146,-9,-63,-102,-131,-126,-73,-78
-136,-126,9,131,-73,-58,170,151,-9,-63,-102,-131,-126,-78,-87
-141,-126,14,134,-78,-56,180,161,-4,-58,-102,-131,-126,-87,-97
-146,-126,19,136,-82,-53,190,161,-4,-53,-97,-136,-126,-87,-97
-146,-126,19,136,-82,-53,190,161,0,-53,-97,-136,-131,-87,-97
-141,-126,14,134,-78,-56,190,165,0,-53,-97,-136,-136,-82,-97
-141,-126,14,134,-78,-56,190,165,0,-53,-97,-136,-141,-78,-97
-146,-126,19,136,-82,-53,195,165,0,-53,-97,-136,-141,-78,-97
-146,-131,14,139,-80,-58,195,170,0,-53,-102,-136,-141,-78,-92
-146,-131,14,139,-80,-58,200,170,4,-48,-102,-136,-136,-82,-92
-146,-131,14,139,-80,-58,204,170,4,-48,-102,-136,-131,-82,-97
-146,-131,14,139,-80,-58,204,175,4,-48,-97,-136,-136,-82,-102
-146,-131,14,139,-80,-58,204,185,9,-43,-92,-136,-136,-82,-107
-151,-136,14,143,-82,-61,209,185,9,-43,-92,-136,-136,-82,-112
-151,-136,14,143,-82,-61,209,190,9,-43,-87,-136,-136,-82,-112
-151,-136,14,143,-82,-61,209,190,14,-39,-87,-136,-136,-87,-112
-151,-141,9,146,-80,-65,209,195,24,-39,-82,-136,-136,-92,-117
-151,-146,4,148,-78,-70,209,200,29,-34,-82,-141,-136,-92,-117
-151,-146,4,148,-78,-70,209,200,29,-34,-82,-141,-136,-97,-117
-151,-146,4,148,-78,-70,214,204,34,-34,-78,-141,-136,-97,-117
-151,-146,4,148,-78,-70,214,204,34,-24,-73,-136,-136,-97,-122
-151,-146,4,148,-78,-70,214,209,39,-19,-68,-136,-131,-97,-117
-151,-141,9,146,-80,-65,219,214,48,-14,-63,-131,-126,-97,-117
-151,-141,9,146,-80,-65,219,214,53,-14,-58,-131,-126,-97,-117
-151,-141,9,146,-80,-65,219,219,58,-9,-53,-126,-126,-97,-122
-146,-141,4,143,-75,-68,214,224,68,0,-48,-122,-126,-97,-122
-141,-141,0,141,-70,-70,209,224,78,9,-39,-117,-122,-97,-126
-136,-141,-4,139,-65,-73,209,229,82,19,-29,-107,-112,-97,-131
-136,-141,-4,139,-65,-73,209,229,92,29,-19,-107,-107,-97,-131
-141,-141,0,141,-70,-70,214,239,102,43,0,-97,-102,-97,-136
-141,-136,4,139,-73,-65,219,248,117,58,14,-87,-97,-97,-141
-141,-136,4,139,-73,-65,219,263,131,73,29,-82,-87,-97,-146
-136,-136,0,136,-68,-68,219,273,136,87,48,-73,-82,-97,-156
-136,-131,4,134,-70,-63,219,278,156,107,58,-63,-68,-97,-161
-131,-122,9,126,-70,-56,224,287,170,131,82,-53,-53,-97,-165
-126,-117,9,122,-68,-53,224,302,200,151,107,-43,-39,-92,-170
-122,-117,4,119,-63,-56,224,317,229,180,131,-24,-24,-92,-180
-117,-117,0,117,-58,-58,224,331,253,214,161,-4,-9,-87,-190
-112,-107,4,109,-58,-51,224,341,287,253,195,14,14,-82,-195
-107,-107,0,107,-53,-53,224,361,326,292,234,39,39,-82,-209
-97,-102,-4,100,-46,-53,224,380,366,336,278,73,68,-78,-219
-92,-102,-9,97,-41,-56,224,405,409,390,326,102,97,-73,-234
-78,-92,-14,85,-31,-53,224,429,468,444,385,131,126,-73,-253
-63,-78,-14,70,-24,-46,224,453,522,507,453,165,161,-63,-263
-43,-68,-24,56,-9,-46,224,488,585,570,517,209,204,-63,-283
-29,-63,-34,46,2,-48,224,512,644,644,595,263,248,-48,-302
-14,-53,-39,34,12,-46,219,541,702,722,668,312,297,-48,-322
-4,-43,-39,24,17,-41,219,570,775,790,741,351,341,-48,-341
14,-34,-48,9,31,-41,219,600,844,868,819,405,400,-53,-356
29,-19,-48,-4,39,-34,219,624,907,936,893,453,448,-39,-380
48,0,-48,-24,48,-24,209,644,966,1010,961,502,492,-29,-395
78,14,-63,-46,70,-24,200,653,1015,1063,1024,541,531,-19,-405
92,34,-58,-63,75,-12,190,663,1058,1107,1068,575,570,-14,-414
117,43,-73,-80,95,-14,180,668,1073,1137,1088,600,590,9,-414
126,63,-63,-95,95,0,165,668,1068,1137,1083,605,595,24,-409
131,73,-58,-102,95,7,156,658,1058,1117,1078,605,595,29,-405
136,78,-58,-107,97,9,141,629,1015,1063,1029,590,580,34,-380
136,87,-48,-112,92,19,126,585,936,985,946,561,546,39,-351
131,87,-43,-109,87,21,112,527,849,888,844,512,497,48,-322
117,87,-29,-102,73,29,92,453,746,780,741,444,434,48,-283
97,87,-9,-92,53,39,73,395,639,658,629,380,370,48,-244
92,82,-9,-87,51,36,58,317,517,531,502,317,307,53,-200
73,73,0,-73,36,36,48,253,400,405,380,244,234,58,-170
58,63,4,-61,26,34,43,195,307,312,287,180,180,53,-141
39,53,14,-46,12,34,39,141,229,224,204,131,126,48,-112
29,43,14,-36,7,29,39,112,156,156,126,82,73,29,-92
14,29,14,-21,0,21,39,73,97,87,58,34,34,14,-68
-4,9,14,-2,-9,12,34,53,53,39,14,0,-4,9,-58
-19,0,19,9,-19,9,34,39,24,4,-19,-34,-34,0,-48
-29,-9,19,19,-24,4,24,29,-4,-29,-58,-48,-53,0,-43
-34,-9,24,21,-29,7,19,14,-34,-58,-87,-58,-68,-4,-39
-34,-9,24,21,-29,7,24,0,-48,-78,-102,-78,-78,-14,-29
-39,-24,14,31,-26,-4,24,-4,-63,-92,-107,-87,-87,-19,-29
-43,-34,9,39,-26,-12,24,-4,-73,-102,-117,-87,-97,-24,-14
-48,-39,9,43,-29,-14,24,-9,-82,-117,-131,-97,-97,-24,-9
-48,-43,4,46,-26,-19,24,-9,-87,-122,-141,-102,-102,-24,-4
-53,-43,9,48,-31,-17,24,-14,-87,-122,-141,-107,-107,-24,-4
-48,-39,9,43,-29,-14,24,-14,-92,-126,-141,-112,-112,-24,-4
-43,-34,9,39,-26,-12,24,-14,-97,-131,-146,-112,-112,-19,0
-48,-39,9,43,-29,-14,24,-14,-97,-131,-151,-112,-112,-19,0
-48,-39,9,43,-29,-14,24,-19,-102,-131,-156,-112,-117,-19,0
-53,-48,4,51,-29,-21,24,-19,-107,-136,-156,-112,-117,-29,4
-58,-58,0,58,-29,-29,24,-19,-107,-136,-156,-117,-117,-34,4
-58,-58,0,58,-29,-29,24,-24,-112,-141,-156,-117,-112,-34,9
-58,-53,4,56,-31,-24,24,-24,-112,-141,-156,-117,-107,-34,9
-58,-53,4,56,-31,-24,24,-24,-117,-146,-156,-117,-107,-34,9
-53,-53,0,53,-26,-26,24,-24,-117,-146,-161,-117,-107,-34,9
-48,-48,0,48,-24,-24,24,-24,-117,-146,-161,-117,-117,-29,4
-53,-48,4,51,-29,-21,24,-24,-117,-146,-161,-122,-122,-24,0
-53,-48,4,51,-29,-21,24,-24,-117,-146,-161,-122,-122,-24,0
-53,-48,4,51,-29,-21,24,-24,-117,-146,-161,-122,-122,-29,0
-53,-53,0,53,-26,-26,24,-24,-117,-146,-161,-122,-117,-29,4
-53,-58,-4,56,-24,-31,24,-24,-117,-146,-161,-122,-112,-29,9
-53,-58,-4,56,-24,-31,24,-24,-117,-146,-161,-122,-112,-34,9
-53,-58,-4,56,-24,-31,24,-19,-117,-146,-161,-122,-112,-39,9
-58,-58,0,58,-29,-29,29,-19,-117,-146,-161,-122,-117,-39,4
